pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
16171	WiFi Router	Airlink101	AR625W	NULL	NULL	Discontinued					WIP	orion			¿	Marvell 88F5181	1	500	8	32	5	-	¿	¿	-		Marvell	b/g/n	-		mwlwifi	-	¿	-	-		NULL	NULL	NULL		¿		¿			¿	¿	toh:airlink101:ar625w	View/Edit data	NULL	NULL	AR625W	AR625W	https://wikidevi.wi-cat.ru/Airlink101_AR625W			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16172	WiFi Router	Airlink101	AR670W	NULL	https://fcc.io/RRK/-WRGN16	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=cc5194cf030c422ef82442091598582cf4aeca34	15.05	19.07.2	NULL	ramips	rt288x	mipsel_mips32r2	U-Boot	Ralink RT2880	1	266	4	32	5	-	IC+ IP175C	Yes	-		Ralink RT2872	b/g/n	-		unknown	-	-	-	-		-	-	-		Yes	57600 / 8N1	¿	¿	¿	-	5 VDC, 2.0 A	toh:airlink101:ar670w	View/Edit data	NULL	NULL	AR670W	AR670W	https://wikidevi.wi-cat.ru/Airlink101_AR670W	https://web.archive.org/web/20180122070605/http://airlink101.com/products/ar670w.php		http://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt288x/openwrt-19.07.2-ramips-rt288x-ar670w-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt288x/openwrt-19.07.2-ramips-rt288x-ar670w-squashfs-sysupgrade.bin	NULL	NULL	U-Boot web recovery		NULL		media:example:genericrouter1.png	Image build disabled in master with commit d7d46da938e3
16173	Modem	Alcatel-Sbell	RG100A-AA	Rev 0	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=ada5848ba6e6d7a55c5123895aac0a258cb17996	10.03		DSL modem	brcm63xx	generic	mips_mips32	RedBoot	Broadcom BCM6358	2	300	16	32	¿	¿	¿	Yes	ADSL	4	Broadcom BCM6358	b/g	a		b43	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	¿	¿	¿	-	¿	toh:alcatel-sbell:rg100a-aa	View/Edit data	NULL	NULL	RG100A	RG100A	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-RG100A-squashfs-cfe.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-alcatel_rg100a-squashfs-cfe.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
16181	WiFi Router	Allnet	ALL0256N	NULL	NULL	Discontinued 2018		https://git.lede-project.org/?p=source.git;a=commit;h=02e77c6ae119694c254297fa4001a3694d6c08d1	12.09	19.07.2	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3050F	1	320	8	32	1	-	-	No	-		Ralink RT3050F	b/g/n	-		unknown	-	¿	-	-		¿	¿	¿		Yes	¿	No	¿	¿	¿	¿	toh:allnet:all0256n	View/Edit data	NULL	NULL	ALL0256N	ALL0256N	NULL			http://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-all0256n-8M-initramfs-kernel.bin	http://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-all0256n-8M-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-allnet_all0256n-8m-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-allnet_all0256n-8m-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	4M Image build disabled in master with commit d7d46da938e3
16182	WiFi Router	Allnet	ALL0258	NULL	NULL	Discontinued			8.09	8.09	NULL	ath25			¿	Atheros AR2313	1	180	8	32	1	-	¿	No	-		Atheros AR2313	b/g	a		ath5k	2	¿	-	-		NULL	NULL	NULL		¿		¿	¿	¿	¿	24 VDC, 1.0 A, Proprietary PoE		View/Edit data	https://forum.openwrt.org/viewtopic.php?id=26689	NULL	ALL0258	ALL0258	NULL	http://www.allnet.de/fileadmin/transfer/products/77673.pdf		NULL	NULL	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
16183	WiFi Router	Allnet	ALL0258N	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=0ab6be2ba3ecab7f7295d658768464c4907825a7	12.09	19.07.5	NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR7240 rev 2	1	350	8	32	1	-	-	No	-		Atheros AR9285	b/g/n	-	1x1 MIMO	ath9k	-	¿	-	-		¿	¿	¿		¿	¿	¿	¿	¿	¿	¿	toh:allnet:all0258n	View/Edit data	NULL	NULL	ALL0258N	ALL0258N	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-all0258n-squashfs-sysupgrade.bin	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
16184	WiFi Router	Allnet	ALL0277	NULL	NULL	Discontinued			8.09	10.03.1	NULL	brcm47xx			¿	Broadcom BCM4702	1	125	4	16	¿	¿	¿	¿	-	5	Broadcom BCM4702	b/g	-		b43	1	¿	-	-		-	-	-		¿		¿			-	¿		View/Edit data	NULL	NULL	ALL0277	ALL0277	NULL			http://downloads.openwrt.org/backfire/10.03.1/brcm-2.4/openwrt-brcm-2.4-squashfs.trx	http://downloads.openwrt.org/backfire/10.03.1/brcm-2.4/openwrt-brcm-2.4-squashfs.trx	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
16185	WiFi Router	Allnet	ALL0315N	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=eebdd633e462903ebd48e84b5bfe27942f106a20	12.09	19.07.5	NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR7242	1	400	16	64	-	1	-	No	-		Atheros AR9280	b/g/n	-	2x2 MIMO	ath9k	2	¿	-	-		¿	¿	¿		¿	¿	¿	¿	¿	¿	¿		View/Edit data	NULL	NULL	ALL0315N	ALL0315N	NULL	http://www.allnet.de/de/allnet-brand/produkte/alle-produkte/p/allnet-all0315n-300mbit-openwrt-outdoor-apbridge/		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-all0315n-squashfs-sysupgrade.bin	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
16186	Single Board Computer	Allnet	ALL5001	NULL	NULL	Discontinued					WIP	at91			¿	Atmel AT91SAM9G45	1	400	256NAND	64	¿	¿	¿	No	-	1	-	-	-		unknown	-	¿	4x 2.0	-		NULL	NULL	NULL		¿		¿			¿	¿		View/Edit data	NULL	NULL	ALL5001	ALL5001	NULL			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16187	Single Board Computer	Allnet	ALL5002	NULL	NULL	Available 2019	amazon.de, jacob.de, shop.allnet.de	https://git.lede-project.org/?p=source.git;a=commit;h=2d2479a033a03996b54b9db9ea9143297ae9bf96	12.09	19.07.5	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3352	1	400	32	64	1	-	-	No	-		Ralink RT3352	b/g/n	-	2x2 MIMO	unknown	2	¿	1x 2.0	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿		View/Edit data	NULL	NULL	ALL5002	ALL5002	NULL	https://www.allnet.de/de/allnet-brand/produkte/entwicklungsplatformen/p/allnet-all5002cpu-cpu-board-ralink/		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/rt305x/openwrt-19.07.5-ramips-rt305x-all5002-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-allnet_all5002-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16188	Single Board Computer	Allnet	ALL5003	NULL	NULL	Available 2019	amazon.de, shop.allnet.de	https://git.lede-project.org/?p=source.git;a=commit;h=cf3885eb0f276f3d0a12aeeff3445799b59fbb23	14.07	19.07.5	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350	1	360	32	32	1	-	-	No	-		Ralink RT5350	b/g/n	-	1x1 MIMO	unknown	1	-	1x 2.0	-		-	-	-		Yes	¿	Yes	¿	¿	¿	¿		View/Edit data	NULL	NULL	ALL5003	ALL5003	NULL	http://www.allnet.de/fileadmin/transfer/products/92763.pdf		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/rt305x/openwrt-19.07.5-ramips-rt305x-all5003-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-allnet_all5003-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16189	Single Board Computer	Allnet	ALL6000	NULL	NULL	Discontinued					WIP	kirkwood	generic	arm_xscale	¿	Marvell 88F6281	1	1200	1024NAND	128	-	2	¿	No	-		-	-	-		unknown	-	-	NULL	-		-	-	-		Yes	¿	¿			¿	¿		View/Edit data	NULL	NULL	ALL6000	ALL6000	NULL	https://shop.allnet.de/detail/index/sArticle/234030		NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16191	Modem	Arcadyan	VRV752DHW22 Vodafone EasyBox 903	NULL	NULL	unknown 2018			-	-	Possible to support	lantiq	xway	mips_24kc	brnboot	Lantiq Danube	2	333	16	64	4	-	Lantiq PSB6970	¿	VDSL2		Ralink RT3062	b/g/n	-		unknown	¿	¿	1x 2.0	-		NULL	NULL	NULL		Yes	¿	No	¿	2	¿	15 VDC, 1.2 A	toh:arcadyan:vrv752dhw22	View/Edit data	NULL	NULL	VRV752DHW22 Vodafone EasyBox 903	VRV752DHW22 Vodafone EasyBox 903	NULL			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16192	WiFi Router	Arcadyan / Astoria	AR7516 (Orange / EE Bright Box)	NULL	https://fcc.io/RAX/AR7516VW	Discontinued			17.01.0	19.07.5	WiFi 2.4GHz partly	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6328	1	320	8	64	4	-	Broadcom BCM6328	Yes	xDSL		Broadcom BCM43227	b/g/n	-	2x2	b43	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	¿	7	2	-	12 VDC, 1.0 A	toh:arcadyan:ar7516	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=43883	NULL	AR7516 (Orange / EE Bright Box)	AR7516 (Orange / EE Bright Box)	https://wikidevi.wi-cat.ru/Arcadyan_AR7516			http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-A4001N-squashfs-cfe.bin	NULL	http://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-adb_a4001n-squashfs-cfe.bin	NULL	see devicepage		NULL		media:Arcadyan/ar7516/ar7516_orange_bright_box_1.jpg	
16193	WiFi Router	Arcadyan / Astoria	ARV452CPW	NULL	NULL	unknown 2018	¿		10.03.1	12.09	NULL	lantiq	xway_legacy	mips_24kc	brnboot	Lantiq XWAY Danube	2	333	4	32	4	-	¿	Yes	ADSL2+		Ralink RT2561	b/g	-		unknown	1	¿	Yes	-		NULL	NULL	NULL		Yes	115200 / 8N1	¿	¿	¿	¿	15 VDC, 1.2 A	toh:arcadyan:arv452cpw	View/Edit data	NULL	NULL	ARV452CPW	ARV452CPW	NULL			http://downloads.openwrt.org/attitude_adjustment/12.09/lantiq/danube/openwrt-lantiq-danube-ARV452CPW-squashfs.image	NULL	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
16197	WiFi Router	Arcadyan / Astoria	ARV4518PW2	NULL	NULL	unknown 2018					NULL	lantiq	xway	mips_24kc	brnboot	Lantiq XWAY Danube PSB 50702	2	333	4	32	4	-	Atheros AR8216	Yes	ADSL2+		Atheros AR2417	b/g	-		unknown	-	¿	1x 2.0	-		NULL	NULL	NULL		Yes	¿	¿			¿	12 VDC, 1.5 A	toh:arcadyan:arv4518pw2	View/Edit data	NULL	NULL	ARV4518PW2	ARV4518PW2	https://wikidevi.wi-cat.ru/Arcadyan_ARV4518PW2			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16198	WiFi Router	Arcadyan / Astoria	ARV4518PW	R01A	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=5eb43d4cf8451c965f92d56cf717918098e03321	10.03.1	19.07.5	NULL	lantiq	xway_legacy	mips_24kc	brnboot	Lantiq XWAY Danube	2	333	4	64	4	-	Realtek RTL8306SD	¿	ADSL2+ Annex A		Atheros AR2417	b/g	-		unknown	-	-	1x 2.0	¿		-	-	POTS		Yes	115200 / 8N1	¿	¿	2	-	15 VDC, 1.0 A	toh:arcadyan:arv4518pw	View/Edit data	NULL	NULL	ARV4518PW	ARV4518PW	https://wikidevi.wi-cat.ru/Arcadyan_ARV4518PW			http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xway_legacy/openwrt-19.07.5-lantiq-xway_legacy-arcadyan_arv4518pwr01a-initramfs-kernel.bin	NULL	http://downloads.openwrt.org/snapshots/targets/lantiq/xway_legacy/openwrt-lantiq-xway_legacy-arcadyan_arv4518pwr01a-initramfs-kernel.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
16201	WiFi Router	Arcadyan / Astoria	ARV7510PW22	NULL	NULL	unknown 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=053d59629742741d9309dddb441b18fd054c1a05	14.07	19.07.5	NULL	lantiq	xway	mips_24kc	brnboot	Lantiq XWAY Danube	2	333	16	64	4	-	Atheros AR8216	Yes	ADSL2+ Annex A	4	Ralink RT3062F	b/g/n	-		rt2800pci	-	¿	3x 2.0	-		¿	¿	2		Yes	115200 / 8N1	¿	¿	3	¿	15 VDC, 1.2 A	toh:astoria:arv7510pw22	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=55537	NULL	ARV7510PW22	ARV7510PW22	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xway/openwrt-19.07.5-lantiq-xway-arcadyan_arv7510pw22-initramfs-kernel.bin	http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xway/openwrt-19.07.5-lantiq-xway-arcadyan_arv7510pw22-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7510pw22-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7510pw22-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	Same as toh/arcadyan/arv7510pw or not?
16202	WiFi Router	Arcadyan / Astoria	ARV7518PW	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=a8819fd2205a3016b048511fafdbda907e2f5b8b	12.09	19.07.5	NULL	lantiq	xway	mips_24kc	brnboot	Lantiq XWAY Danube	2	333	8	64	4	-	Atheros AR8216	Yes	ADSL2+ Annex A		Atheros AR9223	b/g/n	-		ath9k	-	-	1x 2.0	-		-	-	POTS		Yes	115200 / 8N1	Yes	¿	2	-	12 VDC, 1.0 A	toh:astoria:arv7518pw	View/Edit data	NULL	NULL	ARV7518PW	ARV7518PW	https://wikidevi.wi-cat.ru/Arcadyan_ARV7518PW			http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xway/openwrt-19.07.5-lantiq-xway-arcadyan_arv7518pw-initramfs-kernel.bin	http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xway/openwrt-19.07.5-lantiq-xway-arcadyan_arv7518pw-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7518pw-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7518pw-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16203	WiFi Router	Arcadyan / Astoria	ARV7519PW	NULL	NULL	unknown 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=e733242a2399fb444997a6c10f45f15d2166c872	14.07	19.07.5	NULL	lantiq	xway	mips_24kc	brnboot	Lantiq XWAY Danube PSB 50702	2	333	8	64	4	-	Realtek RTL8306G	¿	ADSL2+		Ralink RT3062F	b/g/n	-		rt2800pci	-	-	1x 2.0	-		-	-	2		Yes	¿	No	¿	¿	-	¿	toh:arcadyan:arv7519pw	View/Edit data	NULL	NULL	ARV7519PW	ARV7519PW	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xway/openwrt-19.07.5-lantiq-xway-arcadyan_arv7519pw-initramfs-kernel.bin	http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xway/openwrt-19.07.5-lantiq-xway-arcadyan_arv7519pw-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7519pw-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7519pw-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16204	WiFi Router	Arcadyan / Astoria	ARV7519RW22 (Livebox 2.1)	NULL	NULL	unknown 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=e36568e74b406f5c718904b330fcc7cb34ab2a17	14.07	19.07.5	WiFi 2.4GHz	lantiq	xrx200	mips_24kc	brnboot	Lantiq XWAY VRX288	2	500	32	128	4	1	Lantiq GSWIP (built-in SoC switch)	Yes	ADSL2+ Annex A		Lantiq XWAY WAVE300	b/g/n	-	2x2 MIMO	unknown	-	-	2x 2.0	¿		-	-	2		Yes	115200 / 8N1	Yes	¿	3	-	15 VDC, 1.66 A	toh:arcadyan:arv7519	View/Edit data	NULL	NULL	ARV7519RW22 Livebox 2.1	ARV7519RW22 Livebox 2.1	https://wikidevi.wi-cat.ru/Orange_Livebox_2.1			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xrx200/openwrt-19.07.5-lantiq-xrx200-arcadyan_arv7519rw22-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-arcadyan_arv7519rw22-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	Due to the AFE used only ADSL2+ is supported.
16205	WiFi Router	Arcadyan / Astoria	Easybox 904 LTE	NULL	NULL	unknown 2018			10.03		WIP	lantiq	xrx200	mips_24kc	U-Boot	Lantiq XWAY VRX288	2	500	512	128	-	4	Realtek RTL8366RB	Yes	LTE	Quanta 1KG2 Mini-PCIe LTE modem with internal antennas and external SMA ports	Ralink RT3883	b/g/n	a/n/ac	only internal antennas	other	-	-	2x 2.0	-		-	-	5	There are 3 TAE ports, an ISDN RJ45 port and a 4 pin ISDN terminal	Yes	115200 / 8N1	Yes	1	1	-	12 VDC, 2.5 A	toh:arcadyan:easybox_904_lte	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=44676	NULL	Easybox 904 LTE	Easybox 904 LTE	NULL		https://www.vodafone.de/business/hilfe-support/support-firmware-easybox-904-lte-modem.html	NULL	NULL	NULL	NULL	NULL	Serial login and use mtd utils.	U-Boot TFTP + serial recovery		media:arcadyan:easybox_904_xdsl_device.png	There is already OpenWrt Backfire 10.03 on the box.
16206	WiFi Router	Arcadyan / Astoria	VGV7510KW22 (o2 Box 6431)	NULL	NULL	unknown 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=ca1db6b5ce5675d88b45b23f576e8c59f7f4fc48	15.05	19.07.5	NULL	lantiq	xrx200	mips_24kc	brnboot	Lantiq XWAY VRX288	2	500	16	64	4	-	Lantiq GSWIP (built-in SoC switch)	No	VDSL2		Ralink RT3062F	b/g/n	-		rt2800pci	-	-	1x 2.0	-		-	-	POTS		Yes	115200 / 8N1	No	10	2	-	15 VDC, 1.2 A	toh:arcadyan:vgv7510kw22	View/Edit data	NULL	NULL	VGV7510KW22	VGV7510KW22	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xrx200/openwrt-19.07.5-lantiq-xrx200-arcadyan_vgv7510kw22-brn-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xrx200/openwrt-19.07.5-lantiq-xrx200-arcadyan_vgv7510kw22-nor-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-arcadyan_vgv7510kw22-brn-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-arcadyan_vgv7510kw22-nor-squashfs-sysupgrade.bin	see devicepage		NULL		media:arcadyan:vgv7510kw22_general_view.jpg	
16208	WiFi Router	Arcadyan / Astoria	VGV8539JW22	NULL	NULL	unknown 2018					NULL	lantiq	xrx200	mips_24kc	brnboot	Lantiq XWAY VRX288	2	500	8	64	4	-	Lantiq GSWIP (built-in SoC switch)	No	VDSL2		Broadcom BCM43222	b/g/n	-		b43	¿	¿	Yes	-		NULL	NULL	NULL		Yes	¿	¿			¿	¿	toh:t-com:spw723vtypb	View/Edit data	NULL	NULL	VGV8539JW22	VGV8539JW22	NULL			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16210	WiFi Router	ARC Flex	FreeStation 5	v1	https://fcc.io/Z9W/-CM1	Available 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=e9c4d3d1f2dd990ebd9474ceda1c77b45678c6bd	12.09	19.07.5	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3050F	1	320	8	32	2	-	¿	Yes	-		Ralink RT3050F integrated RT3572L via non-standard USB 2.0	b/g/n	a/n	1x1	unknown	1	¿	2x 2.0	-		¿	¿	¿		Yes	¿	¿	¿	¿	¿	24 VDC, 0.7 A, non-standard 24V PoE	toh:arc:freestation	View/Edit data	NULL	NULL	FreeStation 5	FreeStation	https://wikidevi.wi-cat.ru/ARC_Wireless_FreeStation_5	http://www.antennas.com/freestation/	http://www.antennas.com/wiki/images/f/f5/Arcos.2.0.1168.img	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/rt305x/openwrt-19.07.5-ramips-rt305x-freestation5-initramfs-kernel.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/rt305x/openwrt-19.07.5-ramips-rt305x-freestation5-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-arcwireless_freestation5-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-arcwireless_freestation5-squashfs-sysupgrade.bin	GUI OEM	For stock firmware > 1.2 the OpenWrt firmware must end in .img before it can be flashed.	U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
16211	Single Board Computer	Arduino.cc	Yun	NULL	NULL	Discontinued 2016		https://git.lede-project.org/?p=source.git;a=commit;h=fa137d51f5cbc678922950a6b06883c1d2141ac2	17.01.0	19.07.5	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Atheros AR9331	1	400	microSDHC	64	1	-	-	¿	-		Atheros AR9331	b/g/n	-		ath9k	-	-	1x OTG	-		-	-	-		Yes	¿	No	7	3	more than 20	5 VDC	toh:arduino.cc:yun	View/Edit data	NULL	NULL	Yun	Yun	NULL	https://www.arduino.cc/en/Main/ArduinoBoardYun	https://github.com/arduino/openwrt-yun	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-arduino-yun-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-arduino_yun-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16212	WiFi Router	AsiaRF	AP2620	NULL	NULL	unknown 2018					NULL	ramips	mt7620	mipsel_24kc	¿	MediaTek MT7620A	1	580	8	32	2	-	¿	Yes	-		(onboard)	b/g/n	-		unknown	¿	¿	1x 2.0	-		NULL	NULL	NULL		¿		¿			¿	¿	toh:asiarf:awm-evb	View/Edit data	NULL	NULL	AP2620	AP2620	NULL			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16213	WiFi Router	AsiaRF	AWM-EVB	NULL	NULL	unknown 2018					NULL	ramips	rt305x	mipsel_24kc	¿	Ralink RT5350F	1	360	8	32	2	-	¿	Yes	-		(onboard)	b/g/n	-		unknown	¿	¿	1x 2.0	-		NULL	NULL	NULL		¿		¿			¿	¿	toh:asiarf:awm-evb	View/Edit data	NULL	NULL	AWM-EVB	AWM-EVB	NULL			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16214	WiFi Router	AsiaRF	AWM002	NULL	https://fcc.io/TKZ/AWM002	Available 2020	asiarf.com	https://git.lede-project.org/?p=source.git;a=commit;h=3ad136d9e3e65ac43db0eca40a7ead4111511468	14.07	19.07.2	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350F	1	360	16	32	2	-	¿	Yes	-		Ralink RT5350	b/g/n	-		rt2800pci	1	-	1x 2.0	-		-	¿	¿		Yes	115200 / 8N1	¿	¿	¿	¿	12 VDC, 1.0 A	toh:asiarf:awm-evb	View/Edit data	NULL	NULL	AWM002	AWM002	https://wikidevi.wi-cat.ru/AsiaRF_AWM002	https://www.asiarf.com/shop/wifi-wlan/wifi_ap_router/smallest-tiny-ralink-802-11n-wireless-ap-router-module-board-awm002-2/		NULL	http://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-awm002-evb-8M-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-asiarf_awm002-evb-8m-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	4M Image build disabled in master with commit d7d46da938e3
16215	WiFi Router	AsiaRF	AWM003	NULL	https://fcc.io/TKZ/AWM003	unknown 2018		https://git.lede-project.org/?p=source.git;a=commit;h=2c356c4bb7ab3e0090c8af440e3c6622c6be3fa3	14.07	17.01.4	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350F	1	360	8	64	2	-	¿	Yes	-		Ralink RT5350	b/g/n	-		unknown	-	¿	1x 2.0	-		¿	¿	¿		Yes	¿	¿	¿	¿	¿	¿	toh:asiarf:awm-evb	View/Edit data	NULL	NULL	AWM003	AWM003	https://wikidevi.wi-cat.ru/AsiaRF_AWM003			NULL	http://downloads.openwrt-project.org/releases/17.01.4/targets/ramips/rt305x/openwrt-17.01.4-ramips-rt305x-awm003-evb-squashfs-sysupgrade.bin	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
